premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
P6941,Healthco Rouse Hil,Healthco Rouse Hill,HOMECO (HCW THIRD) PTY LTD,NULL,Shopping Centre,7,COMMERCIAL RD,ROUSE HILL,NSW,2155,-33.68571609,150.9259205,SC28792,Energy,Not Applicable,2024-09-19 00:00:00,6,6,0,NO,NULL,NULL,406664.93,417218,33.14,34,155,NULL,NULL,NULL,1903685.52,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12272.7,NULL,527675.7,0,0,105,0.2,19,18.8,99196.09,428479.61,81,NULL,0,0,99196.09,18.8,0,0,0,0,P6941_SC28792_Energy_2024-09-19,both
P6941,Healthco Rouse Hil,Healthco Rouse Hill,HOMECO (HCW THIRD) PTY LTD,NULL,Shopping Centre,7,COMMERCIAL RD,ROUSE HILL,NSW,2155,-33.68571609,150.9259205,SC28792,Water,Not Applicable,2024-09-19 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,5.5,18.75,YES,3923.2,4828.28,NULL,NULL,0.39,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12272.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6941_SC28792_Water_2024-09-19,both
P6943,The Clarendon Centre,The Clarendon Centre,ST LUKES SHOPPING CENTRE UNIT TRUST,NULL,Office,257,Clarendon Street,SOUTH MELBOURNE,VIC,3205,-37.83269069,144.9607217,OF29679,Energy,Base Building,2024-11-13 00:00:00,0,0,0,NO,NULL,NULL,773192.62,893655.43,469.25,542.36,3352,NULL,NULL,NULL,5523532.32,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1647.71,NULL,NULL,803085.42,2362224.81,42.8,7000,4.9,10,9.9,151406.02,651679.4,42.5,NULL,0,0,151406.02,9.9,0,0,0,0,P6943_OF29679_Energy_2024-11-13,both
P6944,Digital Realty - MEL11,Digital Realty - MEL11,"Digital Deer Park 2, LLC",NULL,Data Centre,72,Radnor Dr,DEER PARK,VIC,3023,-37.78113493,144.7780559,N31167,Energy,Infrastructure,2024-06-30 00:00:00,4,4,0,NO,NULL,NULL,0,11240873.26,0,11240873.26,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10588454,0,0,6007,0.6,19,18.8,2007570.88,8580883.12,80.6,0,0,0,2007570.88,18.8,0,0,0,0,P6944_N31167_Energy_2024-06-30,both
P6952,Digital Realty - SYD11,Digital Realty - SYD11,"Digital Erskine Park 2,LLC",NULL,Data Centre,15,Templar Road,ERSKINE PARK,NSW,2759,-33.81732787,150.7954849,N31156,Energy,Infrastructure,2024-04-29 00:00:00,4,4,0,NO,NULL,NULL,5037077.8,5037077.8,5037077.8,5037077.8,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5851171.1,0,NULL,1780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6952_N31156_Energy_2024-04-29,both
P6954,188 Richmond Road,188 Richmond Road,Tabcorp Holdings Limited,NULL,Office,188,Richmond Road,MARLESTON,SA,5033,-34.94279603,138.5634662,OF27729,Energy,Whole Building,2024-07-18 00:00:00,4,4,0,NO,NULL,NULL,122914.97,64926.97,102.54,54.16,474,NULL,NULL,NULL,568855.88,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1198.7,NULL,NULL,148687.19,0,0,870,5.9,18,17.6,27832.61,120854.58,76.5,NULL,0,0,27832.61,17.6,0,0,0,0,P6954_OF27729_Energy_2024-07-18,both
P6956,Flinders Gate Complex,Flinders Gate Complex,DEXUS FUNDS MANAGEMENT LIMITED,NULL,Office,180,Flinders Street,MELBOURNE,VIC,3000,-37.81685746,144.9687242,N67204,Energy,Base Building,2024-06-30 00:00:00,5.5,5.5,0,NO,NULL,NULL,621105,621105,39,39,233,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15893.5,NULL,NULL,482126.5,1975432.8,NULL,124.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6956_N67204_Energy_2024-06-30,both
P6956,Flinders Gate Complex,Flinders Gate Complex,DEXUS FUNDS MANAGEMENT LIMITED,NULL,Office,180,Flinders Street,MELBOURNE,VIC,3000,-37.81685746,144.9687242,N67204,Water,Base Building,2024-06-30 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5.5,5.5,0,NO,3276.5,3276.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15893.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6956_N67204_Water_2024-06-30,both
P6957,Daramu House,Daramu House,The Trustee For Daramu House Trust,NULL,Office,1,Sussex Street,BARANGAROO,NSW,2000,-33.86477005,151.2031429,N66685,Energy,Base Building,2024-05-17 00:00:00,5.5,5.5,0,NO,NULL,NULL,415414.77,415414.77,40.93,40.93,302,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10148.3,NULL,NULL,345939.42,1814727.7,NULL,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6957_N66685_Energy_2024-05-17,both
P6957,Daramu House,Daramu House,The Trustee For Daramu House Trust,NULL,Office,1,Sussex Street,BARANGAROO,NSW,2000,-33.86477005,151.2031429,N66685,Water,Base Building,2024-05-17 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,6,6,0,NO,616.09,616.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10148.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6957_N66685_Water_2024-05-17,both
P6958,Two Melbourne Quarter,Two Melbourne Quarter,LENDLEASE (TWO MELBOURNE QUARTER) PTY LTD,NULL,Office,697,Collins,DOCKLANDS,VIC,3008,-37.82009536,144.951334,N67241,Energy,Base Building,2024-05-17 00:00:00,5.5,5.5,0,NO,NULL,NULL,1554882.45,1554882.45,31.76,31.76,195,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48953.66,NULL,NULL,1181004.46,4919822.37,NULL,10468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6958_N67241_Energy_2024-05-17,both
P6958,Two Melbourne Quarter,Two Melbourne Quarter,LENDLEASE (TWO MELBOURNE QUARTER) PTY LTD,NULL,Office,697,Collins,DOCKLANDS,VIC,3008,-37.82009536,144.951334,N67241,Water,Base Building,2024-05-17 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5.5,5.5,0,NO,10793.61,10793.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48953.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6958_N67241_Water_2024-05-17,both
P6958,Two Melbourne Quarter,Two Melbourne Quarter,LENDLEASE (TWO MELBOURNE QUARTER) PTY LTD,L11,Office,697,Collins,DOCKLANDS,VIC,3008,-37.82009536,144.951334,N67318,Energy,Tenancy,2024-05-17 00:00:00,5,5,0,NO,NULL,NULL,95106.42,95106.42,46.08,46.08,156,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2064,NULL,NULL,89723.04,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6958_N67318_Energy_2024-05-17,both
P6960,159 William Street,159 William Street,THE STAR ENTERTAINMENT GROUP LIMITED,NULL,Office,159,William Street,BRISBANE CITY,QLD,4000,-27.47276573,153.0238109,OF27542,Energy,Whole Building,2024-07-05 00:00:00,1,1,0,NO,NULL,NULL,738936.66,839286.08,297.01,337.35,1320,NULL,NULL,NULL,3284162.93,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2487.9,NULL,NULL,912267.48,0,0,0,0,19,18.7,171006.41,741261.07,81.3,NULL,0,0,171006.41,18.7,0,0,0,0,P6960_OF27542_Energy_2024-07-05,both
P6961,Healthco Ballarat,Healthco Ballarat,THE TRUSTEE FOR HEALTHCO HEALTHCARE AND WELLNESS REIT,NULL,Shopping Centre,21-53,Learmonth Road,WENDOUREE,VIC,3355,-37.5352565,143.8181244,SC25685,Energy,Not Applicable,2023-12-15 00:00:00,6,6,0,NO,NULL,NULL,91917,91917,7,7,27,NULL,NULL,NULL,339938.72,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12301.2,NULL,84134.09,0,NULL,960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6961_SC25685_Energy_2023-12-15,both
P6961,Healthco Ballarat,Healthco Ballarat,THE TRUSTEE FOR HEALTHCO HEALTHCARE AND WELLNESS REIT,NULL,Shopping Centre,21-53,Learmonth Road,WENDOUREE,VIC,3355,-37.5352565,143.8181244,SC25685,Water,Not Applicable,2023-12-15 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,1375.93,1375.93,NULL,NULL,0.11,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12301.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6961_SC25685_Water_2023-12-15,both
P6972,Quest Campbelltown,Quest Campbelltown,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,1,Rennie Rd,CAMPBELLTOWN,NSW,2560,-34.0480526,150.8261789,HT27198,Energy,Not Applicable,2024-08-17 00:00:00,4.5,4.5,0,NO,NULL,NULL,289425.25,304806,3575.15,3765,21373.62,21373.62,0,0,1730297.41,NO,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.95,NULL,NULL,NULL,1730297.41,622882.47,36,0,0,12,12,57663.11,249952.15,52,NULL,0,0,57663.11,12,0,0,0,0,P6972_HT27198_Energy_2024-08-17,both
P6972,Quest Campbelltown,Quest Campbelltown,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,1,Rennie Rd,CAMPBELLTOWN,NSW,2560,-34.0480526,150.8261789,HT27198,Water,Not Applicable,2024-08-17 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NO,NULL,3.5,NULL,NULL,3,3,0,NO,6544.05,6544.05,80.84,80.84,80.84,80.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6972_HT27198_Water_2024-08-17,both
P6973,Quest Cannon Hill,Quest Cannon Hill,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,930,Wynnum Road,CANNON HILL,QLD,4170,-27.46792388,153.0886322,HT27208,Energy,Not Applicable,2024-08-27 00:00:00,5.5,5.5,0,NO,NULL,NULL,295603.65,330600,2957.94,3308,17745.27,17745.27,0,0,1773384.45,NO,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.94,NULL,NULL,NULL,1773384.45,627261.36,35.4,20,0,12,12.1,59638.45,258514.63,52.5,NULL,0,0,59638.45,12.1,0,0,0,0,P6973_HT27208_Energy_2024-08-27,both
P6973,Quest Cannon Hill,Quest Cannon Hill,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,930,Wynnum Road,CANNON HILL,QLD,4170,-27.46792388,153.0886322,HT27208,Water,Not Applicable,2024-08-27 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NO,NULL,3.5,NULL,NULL,3.5,3.5,0,NO,8670,8670,86.76,86.76,86.76,86.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6973_HT27208_Water_2024-08-27,both
P6974,Quest Sydney Olympic Park,Quest Sydney Olympic Park,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,6,Edwin Flack Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.85055366,151.0624637,HT27254,Energy,Not Applicable,2024-08-22 00:00:00,4.5,4.5,0,NO,NULL,NULL,526586.81,555270,3766.86,3972,21625.29,21625.29,0,0,3023096.8,NO,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139.79,NULL,NULL,NULL,3023096.8,957446.99,31.7,11,0,13,12.8,107536.31,466137.36,55.5,NULL,0,0,107536.31,12.8,0,0,0,0,P6974_HT27254_Energy_2024-08-22,both
P6974,Quest Sydney Olympic Park,Quest Sydney Olympic Park,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,6,Edwin Flack Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.85055366,151.0624637,HT27254,Water,Not Applicable,2024-08-22 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NO,NULL,3.5,NULL,NULL,4.5,4,41.96,YES,5293.39,9120.1,2802.65,65.24,65.24,37.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6974_HT27254_Water_2024-08-22,both
P6975,Quest Newquay Docklands,Quest Newquay Docklands,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,26,Caravel Lane,DOCKLANDS,VIC,3008,-37.81400666,144.9408431,HT27256,Energy,Not Applicable,2024-10-08 00:00:00,5,5,0,NO,NULL,NULL,651404.47,814596,2965.21,3708,20751.91,20751.91,0,0,4558824.39,NO,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.68,NULL,NULL,NULL,4558824.39,2208523.57,48.4,9,0,10,9.7,122636.81,530128.03,41.9,NULL,0,0,122636.81,9.7,0,0,0,0,P6975_HT27256_Energy_2024-10-08,both
P7265,1138 Hay Street,1138 Hay Street,CARNAC VIEW LIMITED,NULL,Office,1138,Hay Street,WEST PERTH,WA,6005,NULL,NULL,N65927,Energy,Whole Building,2023-12-19 00:00:00,4.5,4.5,0,NO,NULL,NULL,119817,119817,94,94,490,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1275.2,NULL,NULL,173647.7,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P7265_N65927_Energy_2023-12-19,both
P6975,Quest Newquay Docklands,Quest Newquay Docklands,CAPITALAND AUSTRALIA PTY LTD,NULL,Hotel,26,Caravel Lane,DOCKLANDS,VIC,3008,-37.81400666,144.9408431,HT27256,Water,Not Applicable,2024-10-08 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NO,NULL,3.5,NULL,NULL,3.5,3.5,0,NO,13538,13538,61.63,61.63,61.63,61.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6975_HT27256_Water_2024-10-08,both
P6976,Botanicca 9,Botanicca 9,GARDA Diversified Property Fund,NULL,Office,588A,Swan Street,BURNLEY,VIC,3121,-37.82708025,145.020807,OF27479,Energy,Base Building,2024-07-22 00:00:00,5,5,0,NO,NULL,NULL,203878.6,227687.69,47.76,53.34,614,NULL,NULL,NULL,2625169.75,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4268.69,NULL,NULL,135036.34,2282318.93,78.4,0,0,8,8.1,65149.54,109686.8,13.6,62,39800,4.9,25349.54,3.1,0,0,0,0,P6976_OF27479_Energy_2024-07-22,both
P6976,Botanicca 9,Botanicca 9,GARDA Diversified Property Fund,NULL,Office,588A,Swan Street,BURNLEY,VIC,3121,-37.82708025,145.020807,OF27479,Water,Base Building,2024-07-22 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,67,67,NULL,NULL,0.02,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4268.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6976_OF27479_Water_2024-07-22,both
P6979,76A Edinburgh Road,76A Edinburgh Road,Erebus No.1,NULL,Office,76A,Edinburgh Road,MARRICKVILLE,NSW,2204,-33.90779647,151.1696051,OF27776,Energy,Base Building,2024-07-31 00:00:00,6,6,0,NO,NULL,NULL,44137.04,46579.99,24.92,26.3,139,NULL,NULL,NULL,246467.97,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1771.34,NULL,NULL,48858.92,70575.86,16.8,0,0,49,49.2,57349.67,39700.22,34,55.2,48190.97,41.3,9158.7,7.9,0,0,0,0,P6979_OF27776_Energy_2024-07-31,both
P6981,Homeco Coffs Harbour,Homeco Coffs Harbour,Homeco Daily Needs REIT,NULL,Shopping Centre,211,PACIFIC HWY,COFFS HARBOUR,NSW,2450,-30.30823013,153.1017457,SC28801,Energy,Not Applicable,2024-09-19 00:00:00,4,4,0,NO,NULL,NULL,226040.66,231889,23.04,24,108,NULL,NULL,NULL,1062652.6,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9812.1,NULL,292436.39,0,0,256,0.9,19,18.6,54974.2,237462.19,80.4,NULL,0,0,54974.2,18.6,0,0,0,0,P6981_SC28801_Energy_2024-09-19,both
P6981,Homeco Coffs Harbour,Homeco Coffs Harbour,Homeco Daily Needs REIT,NULL,Shopping Centre,211,PACIFIC HWY,COFFS HARBOUR,NSW,2450,-30.30823013,153.1017457,SC28801,Water,Not Applicable,2024-09-19 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,2226.18,2226.18,NULL,NULL,0.23,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9812.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6981_SC28801_Water_2024-09-19,both
P6993,220 London Circuit,220 London Circuit,COLLIERS INTERNATIONAL (ACT) PTY LIMITED,NULL,Office,220,London Circuit,CANBERRA,ACT,2601,-35.28236517,149.1314071,N67774,Energy,Base Building,2024-08-09 00:00:00,4.5,4.5,0,NO,NULL,NULL,336746.96,1218489.97,16.14,58.41,440,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20860.96,NULL,NULL,1111946.68,4934901.96,51.9,6250,2.5,46,45.5,1201531,0,0,60,89584.3,3.4,1111946.7,42.1,0,0,0,0,P6993_N67774_Energy_2024-08-09,both
P6993,220 London Circuit,220 London Circuit,COLLIERS INTERNATIONAL (ACT) PTY LIMITED,NULL,Office,220,London Circuit,CANBERRA,ACT,2601,-35.28236517,149.1314071,N67774,Water,Base Building,2024-08-09 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5.5,5.5,0,NO,4616.79,4616.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20860.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6993_N67774_Water_2024-08-09,both
P6993,220 London Circuit,220 London Circuit,COLLIERS INTERNATIONAL (ACT) PTY LIMITED,LG-L5,Office,220,London Circuit,CANBERRA,ACT,2601,-35.28236517,149.1314071,N67872,Energy,Tenancy,2024-08-09 00:00:00,5.5,5.5,0,NO,NULL,NULL,0,652294.55,0,31.27,142,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20860.96,NULL,NULL,825689.3,0,0,0,0,100,100,895778.2,0,0,140,70088.9,7.8,825689.3,92.2,0,0,0,0,P6993_N67872_Energy_2024-08-09,both
P7003,3 Teakle Road,3 Teakle Road,BORSA PTY LTD,NULL,Office,3,Teakle Road,OSBORNE PARK,WA,6017,-31.91106761,115.8109407,OF28940,Energy,Whole Building,2024-09-10 00:00:00,4.5,4.5,0,NO,NULL,NULL,96673.88,82351.82,90.59,77.17,402,NULL,NULL,NULL,429661.69,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1067.17,NULL,NULL,119350.47,0,0,0,0,19,18.8,22399.7,96950.77,81.2,NULL,0,0,22399.7,18.8,0,0,0,0,P7003_OF28940_Energy_2024-09-10,both
P7005,35-37 Abbott Street,35-37 Abbott Street,PROPERTY NSW,NULL,Office,35-37,Abbott Street,GUNNEDAH,NSW,2380,-30.97897131,150.2573759,OF29396,Energy,Whole Building,2024-11-06 00:00:00,6,5,100,YES,NULL,NULL,29251,97143.4,32.04,106.42,834,NULL,NULL,NULL,761974.75,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,912.86,NULL,NULL,85939.74,452591.69,47.2,0,0,53,52.8,140781.88,0,0,37.24,54842.14,20.6,0,0,85939.74,32.2,0,0,P7005_OF29396_Energy_2024-11-06,both
